id	 x	 y	 z	from	to	 sample_length	 moisture	 CO2	 tefra	lithological_code_ALPHA	 KThI	lithological_code
210/300	-13461	17211	657.4	129	130	1	49.1	31.8	62.5	AL	670	1
210/300	-13461	17211	657.4	130	130.2	0.2	NaN	NaN	NaN	AL	NaN	1
210/300	-13461	17211	657.4	130.2	130.8	0.6	NaN	NaN	NaN	AL	NaN	1
210/300	-13461	17211	657.4	130.8	133.2	2.4	NaN	NaN	NaN	AL	NaN	1
210/300	-13461	17211	657.4	133.2	133.9	0.7	NaN	NaN	NaN	AL	NaN	1
210/300	-13461	17211	657.4	133.9	136.2	2.3	NaN	NaN	NaN	AL	NaN	1
210/300	-13461	17211	657.4	136.2	137.6	1.4	NaN	NaN	NaN	AL	NaN	1
210/300	-13461	17211	657.4	137.6	139.2	1.6	NaN	NaN	NaN	AL	NaN	1
210/300	-13461	17211	657.4	139.2	140.7	1.5	NaN	NaN	NaN	AL	NaN	1
210/300	-13461	17211	657.4	140.7	142.2	1.5	NaN	NaN	NaN	AL	NaN	1
210/300	-13461	17211	657.4	142.2	144.7	2.5	NaN	NaN	NaN	AL	NaN	1
210/300	-13461	17211	657.4	144.7	145.2	0.5	NaN	NaN	NaN	AL	NaN	1
210/300	-13461	17211	657.4	145.2	147.2	2	NaN	NaN	NaN	AL	NaN	1
210/300	-13461	17211	657.4	147.2	148.2	1	NaN	NaN	NaN	AL	NaN	1
210/300	-13461	17211	657.4	148.2	148.8	0.6	52.3	16	33.61	CO	1411	2
210/300	-13461	17211	657.4	148.8	150.2	1.4	NaN	NaN	NaN	AL	NaN	1
210/300	-13461	17211	657.4	150.2	151.2	1	NaN	NaN	NaN	AL	NaN	1
210/300	-13461	17211	657.4	151.2	152.2	1	NaN	NaN	NaN	AL	NaN	1
210/300	-13461	17211	657.4	152.2	154.5	2.3	NaN	NaN	NaN	AL	NaN	1
210/300	-13461	17211	657.4	154.5	154.8	0.3	49.8	19.2	38.21	AL	1070	1
210/300	-13461	17211	657.4	154.8	157.2	2.4	NaN	NaN	NaN	AL	NaN	1
210/300	-13461	17211	657.4	157.2	158.4	1.2	52	14.6	30.41	CO	1413	2
210/300	-13461	17211	657.4	158.4	158.7	0.3	NaN	NaN	NaN	MG	NaN	4
210/300	-13461	17211	657.4	158.7	160	1.3	NaN	NaN	NaN	AL	NaN	1
210/300	-13461	17211	657.4	160	161.1	1.1	48.6	17.3	33.41	MG	1010	4
210/300	-13461	17211	657.4	161.1	161.5	0.4	NaN	NaN	NaN	MG	NaN	4
210/300	-13461	17211	657.4	161.5	163	1.5	NaN	NaN	NaN	AL	NaN	1
210/300	-13461	17211	657.4	163	164.6	1.6	52.7	15.2	32.01	CO	1327	2
210/300	-13461	17211	657.4	164.6	166	1.4	NaN	NaN	NaN	AL	NaN	1
210/300	-13461	17211	657.4	166	167	1	52.1	15.3	31.91	CO	1077	2
210/300	-13461	17211	657.4	167	169	2	NaN	NaN	NaN	AL	NaN	1
210/300	-13461	17211	657.4	169	170.8	1.8	53.1	11.7	25.01	CO	1437	2
210/300	-13461	17211	657.4	170.8	172	1.2	54.4	10.9	24.01	CO	1525	2
210/300	-13461	17211	657.4	172	172.5	0.5	56.7	6.8	15.71	CO	1739	2
210/300	-13461	17211	657.4	172.5	175	2.5	NaN	NaN	NaN	AL	NaN	1
210/300	-13461	17211	657.4	175	177.5	2.5	53.1	9.7	20.71	CO	1654	2
210/300	-13461	17211	657.4	177.5	178	0.5	NaN	NaN	NaN	AL	NaN	1
210/300	-13461	17211	657.4	178	179.3	1.3	49.1	17.4	34.1	MG	908	4
210/300	-13461	17211	657.4	179.3	180	0.7	54.6	10	22.11	CO	1347	2
210/300	-13461	17211	657.4	180	181	1	NaN	NaN	NaN	AL	NaN	1
210/300	-13461	17211	657.4	181	181.4	0.4	55.3	7.8	17.51	CO	1666	2
210/300	-13461	17211	657.4	181.4	181.6	0.2	NaN	NaN	NaN	MG	NaN	4
210/300	-13461	17211	657.4	181.6	182	0.4	50.9	15.6	31.81	CO	1227	2
210/300	-13461	17211	657.4	182	182.4	0.4	NaN	NaN	NaN	MG	NaN	4
210/300	-13461	17211	657.4	182.4	183	0.6	48.2	18	34.7	MG	919	4
210/300	-13461	17211	657.4	183	184	1	NaN	NaN	NaN	AL	NaN	1
210/300	-13461	17211	657.4	184	184.5	0.5	48.7	19.2	37.5	MG	668	4
210/300	-13461	17211	657.4	184.5	186	1.5	NaN	NaN	NaN	MG	NaN	4
210/300	-13461	17211	657.4	186	187	1	NaN	NaN	NaN	AL	NaN	1
210/300	-13461	17211	657.4	187	187.6	0.6	NaN	NaN	NaN	MG	NaN	4
210/300	-13461	17211	657.4	187.6	188.6	1	49	17.4	34.1	MG	832	4
210/300	-13461	17211	657.4	188.6	189	0.4	51.4	12.5	25.71	CO	1401	2
210/300	-13461	17211	657.4	189	191.9	2.9	NaN	NaN	NaN	MG	NaN	4
210/300	-13461	17211	657.4	191.9	196	4.1	NaN	NaN	NaN	MG	NaN	4
206/280	-14004	18097	660.95	0	0.4	0.4	NaN	NaN	NaN	AL	NaN	1
206/280	-14004	18097	660.95	0.4	17.1	16.7	NaN	NaN	NaN	AL	NaN	1
206/280	-14004	18097	660.95	17.1	17.6	0.5	NaN	NaN	NaN	AL	NaN	1
206/280	-14004	18097	660.95	17.6	18	0.4	NaN	NaN	NaN	SG	NaN	5
206/280	-14004	18097	660.95	18	22.1	4.1	NaN	NaN	NaN	SG	NaN	5
206/280	-14004	18097	660.95	22.1	27	4.9	NaN	NaN	NaN	SG	NaN	5
206/280	-14004	18097	660.95	27	27.5	0.5	NaN	NaN	NaN	HD	NaN	3
206/280	-14004	18097	660.95	27.5	30	2.5	NaN	NaN	NaN	SG	NaN	5
206/280	-14004	18097	660.95	30	30.4	0.4	NaN	NaN	NaN	HD	NaN	3
206/280	-14004	18097	660.95	30.4	33	2.6	NaN	NaN	NaN	SG	NaN	5
206/280	-14004	18097	660.95	33	33.3	0.3	NaN	NaN	NaN	HD	NaN	3
206/280	-14004	18097	660.95	33.3	36	2.7	NaN	NaN	NaN	SG	NaN	5
206/280	-14004	18097	660.95	36	36.3	0.3	NaN	NaN	NaN	HD	NaN	3
206/280	-14004	18097	660.95	36.3	39	2.7	NaN	NaN	NaN	SG	NaN	5
206/280	-14004	18097	660.95	39	41.1	2.1	NaN	NaN	NaN	AL	NaN	1
206/280	-14004	18097	660.95	41.1	42	0.9	NaN	NaN	NaN	SG	NaN	5
206/280	-14004	18097	660.95	42	43.5	1.5	NaN	NaN	NaN	AL	NaN	1
206/280	-14004	18097	660.95	43.5	45	1.5	NaN	NaN	NaN	SG	NaN	5
206/280	-14004	18097	660.95	45	46.7	1.7	NaN	NaN	NaN	AL	NaN	1
206/280	-14004	18097	660.95	46.7	48	1.3	NaN	NaN	NaN	SG	NaN	5
206/280	-14004	18097	660.95	48	49.1	1.1	NaN	NaN	NaN	AL	NaN	1
206/280	-14004	18097	660.95	49.1	51	1.9	NaN	NaN	NaN	SG	NaN	5
206/280	-14004	18097	660.95	51	52.7	1.7	NaN	NaN	NaN	AL	NaN	1
206/280	-14004	18097	660.95	52.7	54	1.3	NaN	NaN	NaN	SG	NaN	5
206/280	-14004	18097	660.95	54	54.4	0.4	NaN	NaN	NaN	HD	NaN	3
206/280	-14004	18097	660.95	54.4	57	2.6	NaN	NaN	NaN	SG	NaN	5
206/280	-14004	18097	660.95	57	58.5	1.5	NaN	NaN	NaN	HD	NaN	3
206/280	-14004	18097	660.95	58.5	60	1.5	NaN	NaN	NaN	SG	NaN	5
206/280	-14004	18097	660.95	60	64.2	4.2	NaN	NaN	NaN	AL	NaN	1
206/280	-14004	18097	660.95	64.2	66	1.8	NaN	NaN	NaN	SG	NaN	5
206/280	-14004	18097	660.95	66	75.6	9.6	NaN	NaN	NaN	AL	NaN	1
206/280	-14004	18097	660.95	75.6	76.1	0.5	46.4	28.3	52.81	AL	1058	1
206/280	-14004	18097	660.95	76.1	86.1	10	NaN	NaN	NaN	AL	NaN	1
206/280	-14004	18097	660.95	86.1	86.6	0.5	NaN	NaN	NaN	SG	NaN	5
206/280	-14004	18097	660.95	86.6	87.6	1	NaN	NaN	NaN	AL	NaN	1
206/280	-14004	18097	660.95	87.6	88.2	0.6	45.3	29.7	54.31	AL	1011	1
206/280	-14004	18097	660.95	88.2	91.9	3.7	NaN	NaN	NaN	AL	NaN	1
206/280	-14004	18097	660.95	91.9	92.4	0.5	44.6	25.3	46.51	CO	1393	2
206/280	-14004	18097	660.95	92.4	93	0.6	NaN	NaN	NaN	MG	NaN	4
206/280	-14004	18097	660.95	93	95.4	2.4	NaN	NaN	NaN	AL	NaN	1
206/280	-14004	18097	660.95	95.4	96	0.6	44	27.9	49.8	AL	925	1
206/280	-14004	18097	660.95	96	96.6	0.6	51.2	18.8	38.51	CO	1477	2
206/280	-14004	18097	660.95	96.6	97.4	0.8	NaN	NaN	NaN	MG	NaN	4
206/280	-14004	18097	660.95	97.4	98	0.6	52.6	21.4	45.11	CO	1041	2
206/280	-14004	18097	660.95	98	99	1	55.3	23.2	52.1	AL	764	1
206/280	-14004	18097	660.95	99	99.9	0.9	NaN	NaN	NaN	MG	NaN	4
206/280	-14004	18097	660.95	99.9	100.3	0.4	56.2	15.9	36.21	CO	1180	2
206/280	-14004	18097	660.95	100.3	100.8	0.5	NaN	NaN	NaN	MG	NaN	4
206/280	-14004	18097	660.95	100.8	102	1.2	56.5	13.4	30.91	CO	1381	2
206/280	-14004	18097	660.95	102	104.6	2.6	NaN	NaN	NaN	MG	NaN	4
206/280	-14004	18097	660.95	104.6	105	0.4	55.6	15.9	35.81	CO	1261	2
206/280	-14004	18097	660.95	105	106.7	1.7	56.8	10.9	25.21	CO	1384	2
206/280	-14004	18097	660.95	106.7	107.4	0.7	49.6	20.1	39.9	MG	837	4
206/280	-14004	18097	660.95	107.4	108	0.6	56.7	9.9	23.01	CO	1476	2
206/280	-14004	18097	660.95	108	108.6	0.6	56.2	9.9	22.71	CO	1486	2
206/280	-14004	18097	660.95	108.6	109.1	0.5	NaN	NaN	NaN	MG	NaN	4
206/280	-14004	18097	660.95	109.1	110.5	1.4	54	16.6	36.01	CO	1154	2
206/280	-14004	18097	660.95	110.5	111	0.5	NaN	NaN	NaN	MG	NaN	4
206/280	-14004	18097	660.95	111	112.6	1.6	54.1	18.8	40.91	CO	1121	2
206/280	-14004	18097	660.95	112.6	113.6	1	NaN	NaN	NaN	MG	NaN	4
206/280	-14004	18097	660.95	113.6	114	0.4	53.8	18.7	40.61	CO	1236	2
206/280	-14004	18097	660.95	114	114.9	0.9	50	25.4	50.7	AL	954	1
206/280	-14004	18097	660.95	114.9	116.2	1.3	55.8	15.2	34.41	CO	1154	2
206/280	-14004	18097	660.95	116.2	116.5	0.3	NaN	NaN	NaN	MG	NaN	4
206/280	-14004	18097	660.95	116.5	117	0.5	54.3	16.4	35.91	CO	1266	2
206/280	-14004	18097	660.95	117	118	1	58.6	10.5	25.31	CO	1378	2
206/280	-14004	18097	660.95	118	119.3	1.3	44	27.6	49.3	MG	461	4
206/280	-14004	18097	660.95	119.3	125.4	6.1	NaN	NaN	NaN	MG	NaN	4
206/280	-14004	18097	660.95	125.4	126	0.6	53.3	10.9	23.31	CO	1522	2
206/280	-14004	18097	660.95	126	126.5	0.5	44.9	22.3	40.4	MG	685	4
206/280	-14004	18097	660.95	126.5	127	0.5	53.7	13.2	28.61	CO	1532	2
206/280	-14004	18097	660.95	127	127.8	0.8	51.9	13.3	27.61	CO	1211	2
206/280	-14004	18097	660.95	127.8	129	1.2	49.5	20	39.61	CO	1696	2
206/280	-14004	18097	660.95	129	130.2	1.2	48.2	17.4	33.51	CO	1262	2
206/280	-14004	18097	660.95	130.2	130.6	0.4	NaN	NaN	NaN	MG	NaN	4
206/280	-14004	18097	660.95	130.6	132	1.4	53.3	10.6	22.71	CO	1677	2
206/280	-14004	18097	660.95	132	132.2	0.2	54.8	8	17.81	CO	1760	2
206/280	-14004	18097	660.95	132.2	132.4	0.2	NaN	NaN	NaN	MG	NaN	4
206/280	-14004	18097	660.95	132.4	132.65	0.25	52.9	8.5	18.01	CO	1797	2
206/280	-14004	18097	660.95	132.65	133.4	0.75	NaN	NaN	NaN	MG	NaN	4
206/280	-14004	18097	660.95	133.4	134.2	0.8	52.8	10	21.21	CO	1838	2
206/280	-14004	18097	660.95	134.2	135	0.8	46.4	17.6	32.91	CO	1615	2
206/280	-14004	18097	660.95	135	135.4	0.4	51.2	12.6	25.81	CO	1752	2
206/280	-14004	18097	660.95	135.4	135.6	0.2	NaN	NaN	NaN	MG	NaN	4
206/280	-14004	18097	660.95	135.6	136.6	1	49.9	17.8	35.41	CO	1225	2
206/280	-14004	18097	660.95	136.6	138	1.4	49.8	21.7	43.21	CO	1246	2
206/280	-14004	18097	660.95	138	139.2	1.2	49.4	24.9	49.11	AL	1054	1
206/280	-14004	18097	660.95	139.2	141	1.8	52.6	17.2	36.21	CO	1316	2
206/280	-14004	18097	660.95	141	142.3	1.3	52.2	18.4	38.41	CO	1298	2
206/280	-14004	18097	660.95	142.3	144	1.7	48.3	32.6	63.1	AL	375	1
206/280	-14004	18097	660.95	144	144.8	0.8	49	27.2	53.3	AL	884	1
206/280	-14004	18097	660.95	144.8	145.8	1	NaN	NaN	NaN	AL	NaN	1
206/280	-14004	18097	660.95	145.8	146.7	0.9	NaN	NaN	NaN	MG	NaN	4
206/280	-14004	18097	660.95	146.7	147	0.3	50.9	20.6	41.81	CO	1291	2
206/280	-14004	18097	660.95	147	148	1	45	38.1	69.2	AL	244	1
206/280	-14004	18097	660.95	148	148.5	0.5	NaN	NaN	NaN	MG	NaN	4
206/280	-14004	18097	660.95	148.5	149.1	0.6	51.1	24.1	49.4	AL	958	1
206/280	-14004	18097	660.95	149.1	150	0.9	52.1	20.7	43.21	CO	1095	2
206/280	-14004	18097	660.95	150	151	1	52.8	16	33.91	CO	1093	2
206/280	-14004	18097	660.95	151	153	2	55.7	11	24.91	CO	1522	2
206/280	-14004	18097	660.95	153	154.5	1.5	54.8	11.4	25.21	CO	1459	2
206/280	-14004	18097	660.95	154.5	155.6	1.1	53.8	16.1	34.81	CO	1226	2
206/280	-14004	18097	660.95	155.6	156	0.4	NaN	NaN	NaN	MG	NaN	4
206/280	-14004	18097	660.95	156	156.7	0.7	53.9	15.5	33.7	MG	758	4
206/280	-14004	18097	660.95	156.7	157.8	1.1	54.5	12.6	27.81	CO	1231	2
206/280	-14004	18097	660.95	157.8	159	1.2	53	16.1	34.31	CO	1174	2
206/280	-14004	18097	660.95	159	160	1	54.3	13.4	29.41	CO	1384	2
206/280	-14004	18097	660.95	160	161	1	55.6	7.7	17.31	CO	1733	2
206/280	-14004	18097	660.95	161	162	1	51.2	13.1	26.81	CO	1694	2
206/280	-14004	18097	660.95	162	162.8	0.8	53.5	9.3	20.01	CO	1577	2
206/280	-14004	18097	660.95	162.8	165	2.2	53.6	10	21.61	CO	1673	2
206/280	-14004	18097	660.95	165	165.6	0.6	44.5	22.1	39.8	MG	711	4
206/280	-14004	18097	660.95	165.6	168	2.4	51.1	13.1	26.81	CO	1540	2
206/280	-14004	18097	660.95	168	169	1	56.7	10.6	24.41	CO	1507	2
206/280	-14004	18097	660.95	169	170.3	1.3	48.6	9.4	18.22	CO	1104	2
206/280	-14004	18097	660.95	170.3	171	0.7	42.7	12.3	21.51	CO	1970	2
206/280	-14004	18097	660.95	171	171.6	0.6	33.2	32.1	48.1	MG	473	4
206/280	-14004	18097	660.95	171.6	173	1.4	43.6	19.8	35.11	MG	1075	4
206/280	-14004	18097	660.95	173	174	1	42.9	21.2	37.11	MG	1140	4
206/280	-14004	18097	660.95	174	175.1	1.1	48.5	20.6	40	MG	680	4
206/280	-14004	18097	660.95	175.1	177.3	2.2	NaN	NaN	NaN	MG	NaN	4
206/280	-14004	18097	660.95	177.3	192	14.7	NaN	NaN	NaN	MG	NaN	4
222/288	-14301	17299	661.85	0	0.4	0.4	NaN	NaN	NaN	AL	NaN	1
222/288	-14301	17299	661.85	0.4	3.4	3	NaN	NaN	NaN	AL	NaN	1
222/288	-14301	17299	661.85	3.4	5	1.6	NaN	NaN	NaN	HD	NaN	3
222/288	-14301	17299	661.85	5	6	1	NaN	NaN	NaN	AL	NaN	1
222/288	-14301	17299	661.85	6	7	1	NaN	NaN	NaN	HD	NaN	3
222/288	-14301	17299	661.85	7	9	2	NaN	NaN	NaN	AL	NaN	1
222/288	-14301	17299	661.85	9	10	1	NaN	NaN	NaN	HD	NaN	3
222/288	-14301	17299	661.85	10	11	1	NaN	NaN	NaN	SG	NaN	5
222/288	-14301	17299	661.85	11	12	1	NaN	NaN	NaN	AL	NaN	1
222/288	-14301	17299	661.85	12	12.4	0.4	NaN	NaN	NaN	HD	NaN	3
222/288	-14301	17299	661.85	12.4	13	0.6	NaN	NaN	NaN	AL	NaN	1
222/288	-14301	17299	661.85	13	13.6	0.6	NaN	NaN	NaN	HD	NaN	3
222/288	-14301	17299	661.85	13.6	14	0.4	NaN	NaN	NaN	AL	NaN	1
222/288	-14301	17299	661.85	14	14.4	0.4	NaN	NaN	NaN	HD	NaN	3
222/288	-14301	17299	661.85	14.4	15	0.6	NaN	NaN	NaN	AL	NaN	1
222/288	-14301	17299	661.85	15	16.5	1.5	NaN	NaN	NaN	HD	NaN	3
222/288	-14301	17299	661.85	16.5	18	1.5	NaN	NaN	NaN	AL	NaN	1
222/288	-14301	17299	661.85	18	18.5	0.5	NaN	NaN	NaN	HD	NaN	3
222/288	-14301	17299	661.85	18.5	20	1.5	NaN	NaN	NaN	AL	NaN	1
222/288	-14301	17299	661.85	20	20.5	0.5	NaN	NaN	NaN	HD	NaN	3
222/288	-14301	17299	661.85	20.5	22	1.5	NaN	NaN	NaN	AL	NaN	1
222/288	-14301	17299	661.85	22	23	1	NaN	NaN	NaN	HD	NaN	3
222/288	-14301	17299	661.85	23	24	1	NaN	NaN	NaN	AL	NaN	1
222/288	-14301	17299	661.85	24	26	2	NaN	NaN	NaN	HD	NaN	3
222/288	-14301	17299	661.85	26	27	1	NaN	NaN	NaN	AL	NaN	1
222/288	-14301	17299	661.85	27	29.6	2.6	NaN	NaN	NaN	HD	NaN	3
222/288	-14301	17299	661.85	29.6	30	0.4	NaN	NaN	NaN	AL	NaN	1
222/288	-14301	17299	661.85	30	32	2	NaN	NaN	NaN	HD	NaN	3
222/288	-14301	17299	661.85	32	33	1	NaN	NaN	NaN	AL	NaN	1
222/288	-14301	17299	661.85	33	34	1	NaN	NaN	NaN	HD	NaN	3
222/288	-14301	17299	661.85	34	34.5	0.5	NaN	NaN	NaN	AL	NaN	1
222/288	-14301	17299	661.85	34.5	35.5	1	NaN	NaN	NaN	HD	NaN	3
222/288	-14301	17299	661.85	35.5	36	0.5	NaN	NaN	NaN	AL	NaN	1
222/288	-14301	17299	661.85	36	36.6	0.6	NaN	NaN	NaN	HD	NaN	3
222/288	-14301	17299	661.85	36.6	38	1.4	NaN	NaN	NaN	AL	NaN	1
222/288	-14301	17299	661.85	38	38.7	0.7	NaN	NaN	NaN	HD	NaN	3
222/288	-14301	17299	661.85	38.7	39	0.3	NaN	NaN	NaN	SG	NaN	5
222/288	-14301	17299	661.85	39	40	1	NaN	NaN	NaN	AL	NaN	1
