id	 x	 y	 z	from	to	 sample_length	 moisture	 CO2	 tefra	lithological_code_ALPHA	 KThI	lithological_code
174/296	-12326	18735	672.55	101.35	104	2.65	57.5	NaN	35.81	CO	1265	2
174/296	-12326	18735	672.55	104	106	2	58.3	NaN	20.11	CO	1570	2
174/296	-12326	18735	672.55	106	110.1	4.1	NaN	NaN	NaN	MG	NaN	4
174/296	-12326	18735	672.55	110.1	110.6	0.5	57.7	NaN	20.31	CO	1595	2
174/296	-12326	18735	672.55	110.6	111.4	0.8	NaN	NaN	NaN	MG	NaN	4
174/296	-12326	18735	672.55	111.4	113.65	2.25	58.2	NaN	17.41	CO	1640	2
174/296	-12326	18735	672.55	113.65	113.9	0.25	NaN	NaN	NaN	MG	NaN	4
174/296	-12326	18735	672.55	113.9	115.6	1.7	61.3	NaN	15.51	CO	1520	2
174/296	-12326	18735	672.55	115.6	116.1	0.5	NaN	NaN	NaN	AL	NaN	1
174/296	-12326	18735	672.55	116.1	116.3	0.2	52.1	NaN	35	CO	NaN	2
174/296	-12326	18735	672.55	116.3	116.65	0.35	NaN	NaN	NaN	MG	NaN	4
174/296	-12326	18735	672.55	116.65	118.2	1.55	60.5	NaN	19.81	CO	1470	2
174/296	-12326	18735	672.55	118.2	119.1	0.9	NaN	NaN	NaN	AL	NaN	1
174/296	-12326	18735	672.55	119.1	120.5	1.4	60.3	NaN	19.61	CO	1480	2
174/296	-12326	18735	672.55	120.5	122.1	1.6	NaN	NaN	NaN	AL	NaN	1
174/296	-12326	18735	672.55	122.1	124.4	2.3	58.5	NaN	30.31	CO	1310	2
174/296	-12326	18735	672.55	124.4	126	1.6	59.3	NaN	31.31	CO	1170	2
174/296	-12326	18735	672.55	126	127.1	1.1	NaN	NaN	NaN	MG	NaN	4
174/296	-12326	18735	672.55	127.1	127.4	0.3	52.1	NaN	35	CO	NaN	2
174/296	-12326	18735	672.55	127.4	128.1	0.7	NaN	NaN	NaN	AL	NaN	1
174/296	-12326	18735	672.55	128.1	130.4	2.3	57	NaN	24.41	CO	1530	2
174/296	-12326	18735	672.55	130.4	133.4	3	55.5	NaN	28.81	CO	1495	2
174/296	-12326	18735	672.55	133.4	134.1	0.7	NaN	NaN	NaN	AL	NaN	1
174/296	-12326	18735	672.55	134.1	136.9	2.8	58.7	NaN	27.11	CO	1380	2
174/296	-12326	18735	672.55	136.9	138.3	1.4	58.9	NaN	28.91	CO	1330	2
174/296	-12326	18735	672.55	138.3	138.9	0.6	NaN	NaN	NaN	AL	NaN	1
174/296	-12326	18735	672.55	138.9	140.9	2	58	NaN	33.01	CO	1275	2
174/296	-12326	18735	672.55	140.9	142.65	1.75	54.8	NaN	32.91	CO	1425	2
174/296	-12326	18735	672.55	142.65	142.75	0.1	54.8	NaN	32.91	SG	1425	5
174/296	-12326	18735	672.55	142.75	142.9	0.15	54.8	NaN	32.91	CO	1425	2
174/296	-12326	18735	672.55	142.9	145.4	2.5	60	NaN	27.81	CO	1305	2
174/296	-12326	18735	672.55	145.4	146.1	0.7	NaN	NaN	NaN	AL	NaN	1
174/296	-12326	18735	672.55	146.1	148.5	2.4	60	NaN	22.31	CO	1375	2
174/296	-12326	18735	672.55	148.5	150.5	2	60.2	NaN	22.81	CO	1410	2
174/296	-12326	18735	672.55	150.5	152.5	2	61	NaN	26.91	CO	1280	2
174/296	-12326	18735	672.55	152.5	154.5	2	60.6	NaN	26.11	CO	1315	2
174/296	-12326	18735	672.55	154.5	157.75	3.25	60.6	NaN	27.31	CO	1270	2
174/296	-12326	18735	672.55	157.75	164	6.25	NaN	NaN	NaN	MG	NaN	4
178/292	-12609	18724	670.62	0	0.4	0.4	NaN	NaN	NaN	AL	NaN	1
178/292	-12609	18724	670.62	0.4	9	8.6	NaN	NaN	NaN	AL	NaN	1
178/292	-12609	18724	670.62	9	17.5	8.5	NaN	NaN	NaN	HD	NaN	3
178/292	-12609	18724	670.62	17.5	21	3.5	NaN	NaN	NaN	HD	NaN	3
178/292	-12609	18724	670.62	21	38	17	NaN	NaN	NaN	AL	NaN	1
178/292	-12609	18724	670.62	38	48.3	10.3	NaN	NaN	NaN	AL	NaN	1
178/292	-12609	18724	670.62	48.3	49.5	1.2	NaN	NaN	NaN	SG	NaN	5
178/292	-12609	18724	670.62	49.5	65	15.5	NaN	NaN	NaN	AL	NaN	1
178/292	-12609	18724	670.62	65	71	6	NaN	NaN	NaN	SG	NaN	5
178/292	-12609	18724	670.62	71	87.8	16.8	NaN	NaN	NaN	AL	NaN	1
178/292	-12609	18724	670.62	87.8	88	0.2	52.1	NaN	35	CO	NaN	2
178/292	-12609	18724	670.62	88	89.6	1.6	NaN	NaN	NaN	AL	NaN	1
178/292	-12609	18724	670.62	89.6	91.6	2	53.8	NaN	33.31	CO	1445	2
178/292	-12609	18724	670.62	91.6	92.6	1	NaN	NaN	NaN	AL	NaN	1
178/292	-12609	18724	670.62	92.6	93.6	1	54	NaN	30.91	CO	1495	2
178/292	-12609	18724	670.62	93.6	93.95	0.35	NaN	NaN	NaN	AL	NaN	1
178/292	-12609	18724	670.62	93.95	95.15	1.2	56	NaN	27.61	CO	1500	2
178/292	-12609	18724	670.62	95.15	95.6	0.45	NaN	NaN	NaN	MG	NaN	4
178/292	-12609	18724	670.62	95.6	97.6	2	58	NaN	27.81	CO	1400	2
178/292	-12609	18724	670.62	97.6	98	0.4	NaN	NaN	NaN	MG	NaN	4
178/292	-12609	18724	670.62	98	99.6	1.6	NaN	NaN	NaN	AL	NaN	1
178/292	-12609	18724	670.62	99.6	100.7	1.1	59.3	NaN	18.01	CO	1565	2
178/292	-12609	18724	670.62	100.7	101.1	0.4	NaN	NaN	NaN	MG	NaN	4
178/292	-12609	18724	670.62	101.1	102.1	1	59	NaN	19.81	CO	1540	2
178/292	-12609	18724	670.62	102.1	102.7	0.6	NaN	NaN	NaN	MG	NaN	4
178/292	-12609	18724	670.62	102.7	103.7	1	56	NaN	34.81	CO	1320	2
178/292	-12609	18724	670.62	103.7	105.6	1.9	NaN	NaN	NaN	AL	NaN	1
178/292	-12609	18724	670.62	105.6	107.6	2	59.7	NaN	16.61	CO	1585	2
178/292	-12609	18724	670.62	107.6	115	7.4	NaN	NaN	NaN	MG	NaN	4
178/292	-12609	18724	670.62	115	118.1	3.1	60.3	NaN	16.71	CO	1550	2
178/292	-12609	18724	670.62	118.1	118.8	0.7	NaN	NaN	NaN	MG	NaN	4
178/292	-12609	18724	670.62	118.8	120.6	1.8	60.5	NaN	14.51	CO	1590	2
178/292	-12609	18724	670.62	120.6	121.25	0.65	NaN	NaN	NaN	MG	NaN	4
178/292	-12609	18724	670.62	121.25	123.6	2.35	58.5	NaN	16.11	CO	1655	2
178/292	-12609	18724	670.62	123.6	126.6	3	58.8	NaN	23.31	CO	1475	2
178/292	-12609	18724	670.62	126.6	129.6	3	55.7	NaN	31.01	CO	1430	2
178/292	-12609	18724	670.62	129.6	132	2.4	NaN	NaN	NaN	AL	NaN	1
178/292	-12609	18724	670.62	132	132.6	0.6	NaN	NaN	NaN	AL	NaN	1
178/292	-12609	18724	670.62	132.6	134.6	2	55.2	NaN	26.01	CO	1575	2
178/292	-12609	18724	670.62	134.6	137.6	3	NaN	NaN	NaN	AL	NaN	1
178/292	-12609	18724	670.62	137.6	139.15	1.55	59	NaN	22.21	CO	1485	2
178/292	-12609	18724	670.62	139.15	143.4	4.25	NaN	NaN	NaN	AL	NaN	1
178/292	-12609	18724	670.62	143.4	145.6	2.2	59.7	NaN	25.61	CO	1370	2
178/292	-12609	18724	670.62	145.6	148.6	3	54.3	NaN	28.51	CO	1560	2
178/292	-12609	18724	670.62	148.6	151.6	3	55.5	NaN	31.61	CO	1415	2
178/292	-12609	18724	670.62	151.6	152.9	1.3	58.3	NaN	34.01	CO	1255	2
178/292	-12609	18724	670.62	152.9	153	0.1	58.3	NaN	34.01	SG	1255	5
178/292	-12609	18724	670.62	153	154.6	1.6	58.3	NaN	34.01	CO	1255	2
178/292	-12609	18724	670.62	154.6	156.75	2.15	59.4	NaN	26.61	CO	1365	2
178/292	-12609	18724	670.62	156.75	157.6	0.85	NaN	NaN	NaN	AL	NaN	1
178/292	-12609	18724	670.62	157.6	158.1	0.5	55.9	NaN	36.21	CO	1130	2
178/292	-12609	18724	670.62	158.1	158.6	0.5	NaN	NaN	NaN	MG	NaN	4
178/292	-12609	18724	670.62	158.6	159.6	1	56.8	NaN	25.51	CO	1515	2
178/292	-12609	18724	670.62	159.6	159.95	0.35	NaN	NaN	NaN	MG	NaN	4
178/292	-12609	18724	670.62	159.95	160.3	0.35	52.1	NaN	35	CO	NaN	2
178/292	-12609	18724	670.62	160.3	162.2	1.9	NaN	NaN	NaN	MG	NaN	4
178/292	-12609	18724	670.62	162.2	162.45	0.25	52.1	NaN	35	CO	NaN	2
178/292	-12609	18724	670.62	162.45	164.6	2.15	NaN	NaN	NaN	MG	NaN	4
178/292	-12609	18724	670.62	164.6	166.6	2	58.2	NaN	27.51	CO	1170	2
178/292	-12609	18724	670.62	166.6	172	5.4	NaN	NaN	NaN	MG	NaN	4
182/292	-12745	18570	667.77	0	0.5	0.5	NaN	NaN	NaN	AL	NaN	1
182/292	-12745	18570	667.77	0.5	5	4.5	NaN	NaN	NaN	AL	NaN	1
182/292	-12745	18570	667.77	5	8	3	NaN	NaN	NaN	HD	NaN	3
182/292	-12745	18570	667.77	8	12.55	4.55	NaN	NaN	NaN	AL	NaN	1
182/292	-12745	18570	667.77	12.55	22	9.45	NaN	NaN	NaN	HD	NaN	3
182/292	-12745	18570	667.77	22	28.5	6.5	NaN	NaN	NaN	SG	NaN	5
182/292	-12745	18570	667.77	28.5	36.5	8	NaN	NaN	NaN	HD	NaN	3
182/292	-12745	18570	667.77	36.5	40.5	4	NaN	NaN	NaN	MG	NaN	4
182/292	-12745	18570	667.77	40.5	59	18.5	NaN	NaN	NaN	SG	NaN	5
182/292	-12745	18570	667.77	59	62	3	NaN	NaN	NaN	AL	NaN	1
182/292	-12745	18570	667.77	62	65	3	NaN	NaN	NaN	SG	NaN	5
182/292	-12745	18570	667.77	65	86.8	21.8	NaN	NaN	NaN	AL	NaN	1
182/292	-12745	18570	667.77	86.8	86.95	0.15	52.1	NaN	35	CO	NaN	2
182/292	-12745	18570	667.77	86.95	88.95	2	NaN	NaN	NaN	AL	NaN	1
182/292	-12745	18570	667.77	88.95	89.95	1	57.8	NaN	24.11	CO	1500	2
182/292	-12745	18570	667.77	89.95	90.35	0.4	NaN	NaN	NaN	MG	NaN	4
182/292	-12745	18570	667.77	90.35	92.15	1.8	58.8	NaN	25.61	CO	1415	2
182/292	-12745	18570	667.77	92.15	93.65	1.5	NaN	NaN	NaN	MG	NaN	4
182/292	-12745	18570	667.77	93.65	94.6	0.95	58.4	NaN	23.31	CO	1485	2
182/292	-12745	18570	667.77	94.6	95.05	0.45	NaN	NaN	NaN	MG	NaN	4
182/292	-12745	18570	667.77	95.05	95.95	0.9	59	NaN	18.51	CO	1565	2
182/292	-12745	18570	667.77	95.95	96.6	0.65	NaN	NaN	NaN	MG	NaN	4
182/292	-12745	18570	667.77	96.6	97.6	1	57.8	NaN	23.91	CO	1505	2
182/292	-12745	18570	667.77	97.6	98.05	0.45	NaN	NaN	NaN	MG	NaN	4
182/292	-12745	18570	667.77	98.05	98.95	0.9	60.5	NaN	18.71	CO	1495	2
182/292	-12745	18570	667.77	98.95	99.55	0.6	NaN	NaN	NaN	MG	NaN	4
182/292	-12745	18570	667.77	99.55	101.95	2.4	52.2	NaN	35.01	CO	1480	2
182/292	-12745	18570	667.77	101.95	103.6	1.65	58	NaN	24.41	CO	1475	2
182/292	-12745	18570	667.77	103.6	109.1	5.5	NaN	NaN	NaN	MG	NaN	4
182/292	-12745	18570	667.77	109.1	109.6	0.5	61	NaN	15.81	CO	1530	2
182/292	-12745	18570	667.77	109.6	110.5	0.9	NaN	NaN	NaN	MG	NaN	4
182/292	-12745	18570	667.77	110.5	113.35	2.85	59.7	NaN	16.71	CO	1575	2
182/292	-12745	18570	667.77	113.35	114.1	0.75	NaN	NaN	NaN	MG	NaN	4
182/292	-12745	18570	667.77	114.1	114.35	0.25	52.1	NaN	35	CO	NaN	2
182/292	-12745	18570	667.77	114.35	114.95	0.6	NaN	NaN	NaN	MG	NaN	4
182/292	-12745	18570	667.77	114.95	116.6	1.65	60.2	NaN	15.61	CO	1575	2
182/292	-12745	18570	667.77	116.6	117.45	0.85	NaN	NaN	NaN	MG	NaN	4
182/292	-12745	18570	667.77	117.45	119.7	2.25	58.5	NaN	21.31	CO	1535	2
182/292	-12745	18570	667.77	119.7	121.6	1.9	59.2	NaN	23.81	CO	1435	2
182/292	-12745	18570	667.77	121.6	122.05	0.45	NaN	NaN	NaN	AL	NaN	1
182/292	-12745	18570	667.77	122.05	122.55	0.5	57.3	NaN	23.01	CO	1550	2
182/292	-12745	18570	667.77	122.55	122.9	0.35	NaN	NaN	NaN	MG	NaN	4
182/292	-12745	18570	667.77	122.9	123.6	0.7	58.2	NaN	25.31	CO	1445	2
182/292	-12745	18570	667.77	123.6	124	0.4	NaN	NaN	NaN	AL	NaN	1
182/292	-12745	18570	667.77	124	126.15	2.15	53	NaN	28.91	CO	1600	2
182/292	-12745	18570	667.77	126.15	130.05	3.9	NaN	NaN	NaN	MG	NaN	4
182/292	-12745	18570	667.77	130.05	131.1	1.05	58.7	NaN	20.61	CO	1540	2
182/292	-12745	18570	667.77	131.1	133	1.9	NaN	NaN	NaN	AL	NaN	1
182/292	-12745	18570	667.77	133	134.6	1.6	55.9	NaN	24.81	CO	1575	2
182/292	-12745	18570	667.77	134.6	136	1.4	NaN	NaN	NaN	MG	NaN	4
182/292	-12745	18570	667.77	136	137.6	1.6	56	NaN	25.81	CO	1540	2
182/292	-12745	18570	667.77	137.6	138.8	1.2	NaN	NaN	NaN	MG	NaN	4
182/292	-12745	18570	667.77	138.8	139.6	0.8	55.7	NaN	27.01	CO	1530	2
182/292	-12745	18570	667.77	139.6	140.1	0.5	NaN	NaN	NaN	MG	NaN	4
182/292	-12745	18570	667.77	140.1	142	1.9	54.8	NaN	19.91	CO	1755	2
182/292	-12745	18570	667.77	142	144.6	2.6	56.5	NaN	20.81	CO	1645	2
182/292	-12745	18570	667.77	144.6	145.2	0.6	NaN	NaN	NaN	AL	NaN	1
182/292	-12745	18570	667.77	145.2	147.35	2.15	53.8	NaN	27.91	CO	1595	2
182/292	-12745	18570	667.77	147.35	147.6	0.25	NaN	NaN	NaN	AL	NaN	1
182/292	-12745	18570	667.77	147.6	149.8	2.2	56.4	NaN	30.01	CO	1420	2
182/292	-12745	18570	667.77	149.8	150	0.2	NaN	NaN	NaN	AL	NaN	1
182/292	-12745	18570	667.77	150	151.2	1.2	56	NaN	26.71	CO	1520	2
182/292	-12745	18570	667.77	151.2	151.35	0.15	NaN	NaN	NaN	SG	NaN	5
182/292	-12745	18570	667.77	151.35	151.6	0.25	NaN	NaN	NaN	AL	NaN	1
182/292	-12745	18570	667.77	151.6	154.6	3	60	NaN	22.61	CO	1425	2
182/292	-12745	18570	667.77	154.6	156.6	2	59.4	NaN	26.61	CO	1365	2
182/292	-12745	18570	667.77	156.6	158.75	2.15	NaN	NaN	NaN	MG	NaN	4
182/292	-12745	18570	667.77	158.75	159.85	1.1	58.5	NaN	23.71	CO	1475	2
182/292	-12745	18570	667.77	159.85	160.6	0.75	NaN	NaN	NaN	AL	NaN	1
182/292	-12745	18570	667.77	160.6	162.3	1.7	NaN	NaN	NaN	MG	NaN	4
182/292	-12745	18570	667.77	162.3	163.8	1.5	57.7	NaN	19.91	CO	1605	2
182/292	-12745	18570	667.77	163.8	168.6	4.8	NaN	NaN	NaN	MG	NaN	4
190/292	-13036	18297	663.47	0	0.5	0.5	NaN	NaN	NaN	AL	NaN	1
190/292	-13036	18297	663.47	0.5	18	17.5	NaN	NaN	NaN	AL	NaN	1
190/292	-13036	18297	663.47	18	28	10	NaN	NaN	NaN	HD	NaN	3
190/292	-13036	18297	663.47	28	31	3	NaN	NaN	NaN	AL	NaN	1
190/292	-13036	18297	663.47	31	34	3	NaN	NaN	NaN	HD	NaN	3
190/292	-13036	18297	663.47	34	41	7	NaN	NaN	NaN	AL	NaN	1
190/292	-13036	18297	663.47	41	65.5	24.5	NaN	NaN	NaN	AL	NaN	1
190/292	-13036	18297	663.47	65.5	66.9	1.4	NaN	NaN	NaN	MG	NaN	4
190/292	-13036	18297	663.47	66.9	69.3	2.4	NaN	NaN	NaN	AL	NaN	1
190/292	-13036	18297	663.47	69.3	69.6	0.3	52.1	NaN	35	CO	NaN	2
190/292	-13036	18297	663.47	69.6	75.6	6	NaN	NaN	NaN	MG	NaN	4
190/292	-13036	18297	663.47	75.6	77.1	1.5	NaN	NaN	NaN	AL	NaN	1
190/292	-13036	18297	663.47	77.1	77.4	0.3	52.1	NaN	35	CO	NaN	2
190/292	-13036	18297	663.47	77.4	78.6	1.2	NaN	NaN	NaN	MG	NaN	4
190/292	-13036	18297	663.47	78.6	80.5	1.9	56.6	NaN	26.91	CO	1485	2
190/292	-13036	18297	663.47	80.5	82	1.5	NaN	NaN	NaN	MG	NaN	4
190/292	-13036	18297	663.47	82	83.85	1.85	56.9	NaN	25.91	CO	1495	2
190/292	-13036	18297	663.47	83.85	84.85	1	NaN	NaN	NaN	MG	NaN	4
190/292	-13036	18297	663.47	84.85	85.85	1	57	NaN	32.11	CO	1340	2
190/292	-13036	18297	663.47	85.85	86.55	0.7	NaN	NaN	NaN	MG	NaN	4
190/292	-13036	18297	663.47	86.55	87.25	0.7	58.8	NaN	25.31	CO	1425	2
190/292	-13036	18297	663.47	87.25	87.85	0.6	NaN	NaN	NaN	MG	NaN	4
190/292	-13036	18297	663.47	87.85	90.6	2.75	58.4	NaN	27.11	CO	1400	2
190/292	-13036	18297	663.47	90.6	97.6	7	NaN	NaN	NaN	MG	NaN	4
190/292	-13036	18297	663.47	97.6	98.8	1.2	59.8	NaN	15.71	CO	1590	2
190/292	-13036	18297	663.47	98.8	100.6	1.8	NaN	NaN	NaN	AL	NaN	1
190/292	-13036	18297	663.47	100.6	103.35	2.75	NaN	NaN	NaN	MG	NaN	4
190/292	-13036	18297	663.47	103.35	105.35	2	59.2	NaN	16.91	CO	1600	2
190/292	-13036	18297	663.47	105.35	105.9	0.55	NaN	NaN	NaN	MG	NaN	4
190/292	-13036	18297	663.47	105.9	106.4	0.5	58.9	NaN	15.81	CO	1645	2
190/292	-13036	18297	663.47	106.4	106.6	0.2	NaN	NaN	NaN	MG	NaN	4
190/292	-13036	18297	663.47	106.6	108.4	1.8	57.3	NaN	26.21	CO	1470	2
190/292	-13036	18297	663.47	108.4	110.35	1.95	58.7	NaN	26.91	CO	1385	2
190/292	-13036	18297	663.47	110.35	110.75	0.4	NaN	NaN	NaN	AL	NaN	1
190/292	-13036	18297	663.47	110.75	112.35	1.6	56	NaN	33.21	CO	1355	2
190/292	-13036	18297	663.47	112.35	113.35	1	NaN	NaN	NaN	MG	NaN	4
190/292	-13036	18297	663.47	113.35	115.6	2.25	55.4	NaN	40.21	CO	1205	2
190/292	-13036	18297	663.47	115.6	116.3	0.7	NaN	NaN	NaN	MG	NaN	4
190/292	-13036	18297	663.47	116.3	117.3	1	NaN	NaN	NaN	AL	NaN	1
190/292	-13036	18297	663.47	117.3	118.6	1.3	NaN	NaN	NaN	MG	NaN	4
190/292	-13036	18297	663.47	118.6	120.35	1.75	56.4	NaN	34.11	CO	1315	2
190/292	-13036	18297	663.47	120.35	120.55	0.2	NaN	NaN	NaN	AL	NaN	1
190/292	-13036	18297	663.47	120.55	121.35	0.8	56.8	NaN	28.51	CO	1435	2
190/292	-13036	18297	663.47	121.35	121.6	0.25	NaN	NaN	NaN	AL	NaN	1
190/292	-13036	18297	663.47	121.6	124.6	3	57.5	NaN	32.11	CO	1340	2
190/292	-13036	18297	663.47	124.6	124.9	0.3	NaN	NaN	NaN	MG	NaN	4
190/292	-13036	18297	663.47	124.9	125.85	0.95	60.9	NaN	17.91	CO	1480	2
190/292	-13036	18297	663.47	125.85	129.35	3.5	NaN	NaN	NaN	MG	NaN	4
190/292	-13036	18297	663.47	129.35	130	0.65	52.5	NaN	22.51	CO	1795	2
190/292	-13036	18297	663.47	130	130.95	0.95	NaN	NaN	NaN	MG	NaN	4
190/292	-13036	18297	663.47	130.95	133.35	2.4	57.8	NaN	23.31	CO	1510	2
190/292	-13036	18297	663.47	133.35	136.35	3	57.5	NaN	33.11	CO	1290	2
190/292	-13036	18297	663.47	136.35	139.6	3.25	57.3	NaN	29.61	CO	1385	2
190/292	-13036	18297	663.47	139.6	140.25	0.65	NaN	NaN	NaN	AL	NaN	1
190/292	-13036	18297	663.47	140.25	140.8	0.55	52.1	NaN	35	CO	NaN	2
190/292	-13036	18297	663.47	140.8	140.95	0.15	NaN	NaN	NaN	SG	NaN	5
190/292	-13036	18297	663.47	140.95	142.25	1.3	58	NaN	32.01	CO	1300	2
190/292	-13036	18297	663.47	142.25	144.75	2.5	59.8	NaN	23.01	CO	1430	2
190/292	-13036	18297	663.47	144.75	145.7	0.95	NaN	NaN	NaN	MG	NaN	4
190/292	-13036	18297	663.47	145.7	146.35	0.65	62.2	NaN	15.81	CO	1450	2
190/292	-13036	18297	663.47	146.35	148.5	2.15	NaN	NaN	NaN	MG	NaN	4
190/292	-13036	18297	663.47	148.5	148.7	0.2	52.1	NaN	35	CO	NaN	2
190/292	-13036	18297	663.47	148.7	149.35	0.65	NaN	NaN	NaN	MG	NaN	4
190/292	-13036	18297	663.47	149.35	149.5	0.15	52.1	NaN	35	CO	NaN	2
190/292	-13036	18297	663.47	149.5	150.3	0.8	NaN	NaN	NaN	MG	NaN	4
190/292	-13036	18297	663.47	150.3	150.5	0.2	52.1	NaN	35	CO	NaN	2
190/292	-13036	18297	663.47	150.5	154.35	3.85	NaN	NaN	NaN	MG	NaN	4
190/292	-13036	18297	663.47	154.35	154.6	0.25	52.1	NaN	35	CO	NaN	2
190/292	-13036	18297	663.47	154.6	160.6	6	NaN	NaN	NaN	MG	NaN	4
178/280	-13035	19142	670.12	0	0.4	0.4	NaN	NaN	NaN	AL	NaN	1
178/280	-13035	19142	670.12	0.4	2.3	1.9	NaN	NaN	NaN	AL	NaN	1
178/280	-13035	19142	670.12	2.3	13	10.7	NaN	NaN	NaN	HD	NaN	3
178/280	-13035	19142	670.12	13	30	17	NaN	NaN	NaN	AL	NaN	1
178/280	-13035	19142	670.12	30	35	5	NaN	NaN	NaN	SG	NaN	5
178/280	-13035	19142	670.12	35	42	7	NaN	NaN	NaN	HD	NaN	3
178/280	-13035	19142	670.12	42	63	21	NaN	NaN	NaN	AL	NaN	1
178/280	-13035	19142	670.12	63	68	5	NaN	NaN	NaN	SG	NaN	5
178/280	-13035	19142	670.12	68	96.6	28.6	NaN	NaN	NaN	AL	NaN	1
178/280	-13035	19142	670.12	96.6	97.9	1.3	44.1	NaN	39.21	CO	1675	2
178/280	-13035	19142	670.12	97.9	101.1	3.2	NaN	NaN	NaN	AL	NaN	1
178/280	-13035	19142	670.12	101.1	101.6	0.5	52.1	NaN	26.01	CO	1710	2
178/280	-13035	19142	670.12	101.6	102.6	1	NaN	NaN	NaN	AL	NaN	1
178/280	-13035	19142	670.12	102.6	103.1	0.5	54.5	NaN	20.51	CO	1745	2
178/280	-13035	19142	670.12	103.1	103.35	0.25	NaN	NaN	NaN	AL	NaN	1
178/280	-13035	19142	670.12	103.35	104.1	0.75	54.2	NaN	22.81	CO	1690	2
178/280	-13035	19142	670.12	104.1	104.6	0.5	NaN	NaN	NaN	AL	NaN	1
178/280	-13035	19142	670.12	104.6	107.6	3	56.4	NaN	29.91	CO	1415	2
178/280	-13035	19142	670.12	107.6	109.1	1.5	NaN	NaN	NaN	MG	NaN	4
178/280	-13035	19142	670.12	109.1	109.6	0.5	57.6	NaN	22.71	CO	1530	2
178/280	-13035	19142	670.12	109.6	110.6	1	NaN	NaN	NaN	MG	NaN	4
178/280	-13035	19142	670.12	110.6	113	2.4	57	NaN	25.41	CO	1325	2
178/280	-13035	19142	670.12	113	114.2	1.2	NaN	NaN	NaN	MG	NaN	4
178/280	-13035	19142	670.12	114.2	115.1	0.9	56.2	NaN	27.91	CO	1480	2
178/280	-13035	19142	670.12	115.1	116.9	1.8	NaN	NaN	NaN	MG	NaN	4
178/280	-13035	19142	670.12	116.9	117.5	0.6	58.6	NaN	29.61	CO	1325	2
178/280	-13035	19142	670.12	117.5	118.1	0.6	NaN	NaN	NaN	MG	NaN	4
178/280	-13035	19142	670.12	118.1	120.5	2.4	58.7	NaN	31.61	CO	1285	2
178/280	-13035	19142	670.12	120.5	121	0.5	NaN	NaN	NaN	MG	NaN	4
178/280	-13035	19142	670.12	121	121.8	0.8	59.5	NaN	21.01	CO	1490	2
178/280	-13035	19142	670.12	121.8	123.6	1.8	NaN	NaN	NaN	MG	NaN	4
178/280	-13035	19142	670.12	123.6	124	0.4	52.1	NaN	35	CO	NaN	2
178/280	-13035	19142	670.12	124	130.5	6.5	NaN	NaN	NaN	MG	NaN	4
178/280	-13035	19142	670.12	130.5	131	0.5	58.5	NaN	13.51	CO	1725	2
178/280	-13035	19142	670.12	131	132.15	1.15	NaN	NaN	NaN	MG	NaN	4
178/280	-13035	19142	670.12	132.15	134.95	2.8	57.6	NaN	19.21	CO	1635	2
178/280	-13035	19142	670.12	134.95	135.85	0.9	NaN	NaN	NaN	MG	NaN	4
178/280	-13035	19142	670.12	135.85	136.7	0.85	60.7	NaN	17.41	CO	1510	2
178/280	-13035	19142	670.12	136.7	137.6	0.9	NaN	NaN	NaN	MG	NaN	4
178/280	-13035	19142	670.12	137.6	140.05	2.45	60.5	NaN	13.41	CO	1605	2
178/280	-13035	19142	670.12	140.05	140.6	0.55	NaN	NaN	NaN	MG	NaN	4
178/280	-13035	19142	670.12	140.6	143.4	2.8	61	NaN	17.61	CO	1485	2
178/280	-13035	19142	670.12	143.4	145.1	1.7	59	NaN	15.71	CO	1645	2
178/280	-13035	19142	670.12	145.1	145.4	0.3	NaN	NaN	NaN	MG	NaN	4
178/280	-13035	19142	670.12	145.4	148.4	3	54.9	NaN	28.21	CO	1535	2
178/280	-13035	19142	670.12	148.4	151.35	2.95	56.3	NaN	28.61	CO	1465	2
178/280	-13035	19142	670.12	151.35	153.65	2.3	NaN	NaN	NaN	MG	NaN	4
178/280	-13035	19142	670.12	153.65	156.35	2.7	55.7	NaN	29.51	CO	1460	2
178/280	-13035	19142	670.12	156.35	158.35	2	58.2	NaN	25.41	CO	1455	2
178/280	-13035	19142	670.12	158.35	159.05	0.7	NaN	NaN	NaN	AL	NaN	1
178/280	-13035	19142	670.12	159.05	162.3	3.25	58.4	NaN	24.81	CO	1460	2
178/280	-13035	19142	670.12	162.3	165.3	3	56.8	NaN	28.81	CO	1430	2
178/280	-13035	19142	670.12	165.3	168.3	3	56	NaN	32.01	CO	1390	2
178/280	-13035	19142	670.12	168.3	171.3	3	57.2	NaN	30.51	CO	1370	2
178/280	-13035	19142	670.12	171.3	173.85	2.55	54.3	NaN	42.61	CO	1040	2
178/280	-13035	19142	670.12	173.85	174	0.15	54.3	NaN	42.61	SG	1040	5
178/280	-13035	19142	670.12	174	174.3	0.3	54.3	NaN	42.61	CO	1040	2
178/280	-13035	19142	670.12	174.3	177.3	3	62.5	NaN	20.61	CO	1350	2
178/280	-13035	19142	670.12	177.3	180.3	3	57	NaN	33.31	CO	1315	2
178/280	-13035	19142	670.12	180.3	182.8	2.5	58.7	NaN	23.11	CO	1485	2
178/280	-13035	19142	670.12	182.8	184.1	1.3	NaN	NaN	NaN	AL	NaN	1
178/280	-13035	19142	670.12	184.1	186.1	2	57.9	NaN	31.01	CO	1330	2
